"filename", "language", "Properties", "Markdown", "JSON", "Python", "JavaScript", "pip requirements", "MS SQL", "JSON with Comments", "vue", "HTML", "JavaScript JSX", "comment", "blank", "total"
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/CoreButtoms/timeLineButtom.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 0, 18, 166
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Independent.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 384, 46, 68, 498
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/MyReactComponent.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 4, 18
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/NavigationBars.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 26, 151
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/ScoreValueForm/CerebralStroke.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 0, 10, 93
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/ScoreValueForm/GcsScore.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 10, 27, 275
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/ScoreValueForm/KillipScore.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 5, 18, 227
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/ScoreValueForm/TiScore.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 13, 24, 290
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Stat/ChatWordCloud.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 135, 0, 0, 0, 16, 151
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Stat/ConsistencyAnalysis.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 0, 13, 135
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Stat/FormSection.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 319, 0, 0, 5, 51, 375
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Stat/SmartAdvice.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 17, 146
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/Stat/WordCloudChart.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 11, 90
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/utils/ExitComponent.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 10, 51
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/utils/KnowledgeGraph.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 45, 308
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/utils/mapComponent.vue", "vue", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 3, 44
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/components/utils/withAliyunASR.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 24, 27, 175
"/Users/chenle/Documents/Python/AmbuSmart/AmbuSmart/frontend/src/main.js", "JavaScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 4, 17
